customer_id,login_timestamp,ip_address,country,city,device_type,device_id,browser,login_successful,two_factor_used,session_duration_minutes,login_method
SA00000013,2025-10-03 02:46:59,150.140.109.51,Germany,Kimberlybury,Tablet,9ef2b93e-30ac-4d7b-a2f9-63a33810ae66,Edge,False,False,54,Web Portal
SA00000013,2025-09-28 07:46:59,130.133.230.71,USA,Ericaberg,Mobile,088a93ec-70d9-49f8-89e2-60744f1639a0,Safari,False,False,6,Mobile App
SA00000013,2025-09-22 04:46:59,218.116.123.171,Egypt,Jessicaland,Desktop,336749b5-2cf6-4f75-aa5e-6920bf5ae7e6,Firefox,True,False,38,Web Portal
SA00000013,2025-10-01 23:46:59,87.106.53.180,Saudi Arabia,Dhahran,Mobile,45c45a3e-e9da-484a-8075-9f1f87e5f0fe,Firefox,False,True,65,ATM
SA00000014,2025-10-02 11:46:59,174.14.70.84,Saudi Arabia,Riyadh,Desktop,7b5a611a-f1b6-4afe-931e-df1ae9ff1cae,Chrome,False,True,111,Web Portal
SA00000014,2025-09-16 10:46:59,195.46.57.143,Saudi Arabia,Jubail,Tablet,cde22f1c-56b6-4afc-9ed2-55d0bf1e8366,Edge,True,True,52,Mobile App
SA00000014,2025-09-04 13:46:59,183.56.60.76,Germany,South Sydneyberg,Tablet,aca5e2fd-b966-442a-ad23-8d36dc322c97,Safari,True,False,109,Mobile App
SA00000014,2025-09-27 10:46:59,192.119.104.219,Saudi Arabia,Buraidah,Mobile,03902c5d-6502-46a2-8a6a-2224171e16cc,Edge,True,False,29,Web Portal
SA00000014,2025-09-10 18:46:59,48.199.64.167,Bahrain,Amandamouth,Tablet,a377f6f1-d289-40ab-a18a-e30595a5bafa,Firefox,True,False,94,ATM
SA00000014,2025-09-08 19:46:59,26.127.7.5,Qatar,Danielbury,Desktop,a5cc8bf7-38ab-454c-9c2e-58deea4e3617,Firefox,True,True,98,ATM
SA00000014,2025-10-02 18:46:59,93.182.143.40,Saudi Arabia,Abha,Desktop,a6348e78-4d5c-45c7-b379-cb1ee8cda0cc,Edge,False,False,111,ATM
SA00000014,2025-09-24 19:46:59,40.242.27.76,Saudi Arabia,Taif,Desktop,4dead645-0986-4beb-b23e-323d0b9bd934,Safari,True,True,46,ATM
SA00000014,2025-10-02 14:46:59,198.157.186.18,Saudi Arabia,Riyadh,Mobile,899ca782-e323-4d1a-bc1b-dacc18e19331,Safari,True,True,83,Mobile App
SA00000014,2025-09-15 04:46:59,93.8.127.209,Saudi Arabia,Taif,Tablet,be3e6e57-f30a-4e32-aba4-fc035efa9c5b,Chrome,False,True,42,ATM
SA00000014,2025-09-19 07:46:59,211.43.47.107,UAE,Matthewsberg,Desktop,687a4850-9d9b-4231-bd45-d8efd56ce8ea,Chrome,True,True,65,ATM
SA00000014,2025-09-29 22:46:59,119.29.121.102,Germany,Antoniostad,Desktop,5cd8fe1a-dafe-48a9-bc71-e0bef3579560,Firefox,True,False,118,Web Portal
SA00000015,2025-09-21 13:46:59,87.130.106.123,Saudi Arabia,Riyadh,Tablet,a5135ea0-fa53-434d-a6d5-901d8b621d41,Safari,True,False,13,ATM
SA00000015,2025-09-13 11:46:59,96.250.46.223,Qatar,Bruceview,Desktop,74685b98-d2fe-4fde-9918-b3e5f2f25eef,Chrome,True,False,40,ATM
SA00000015,2025-09-12 02:46:59,77.147.36.70,Saudi Arabia,Tabuk,Tablet,f8999246-98de-4ebb-a3b5-cecea446be72,Chrome,True,False,83,Web Portal
SA00000015,2025-09-08 19:46:59,85.88.54.200,Saudi Arabia,Jubail,Tablet,c9776598-203c-4c25-bd23-5def3e5a87e3,Chrome,False,False,3,Web Portal
SA00000015,2025-09-25 18:46:59,1.35.32.222,Saudi Arabia,Khobar,Desktop,350843f0-8de0-4fc2-83e1-5a85d46ef104,Firefox,True,True,20,Mobile App
SA00000015,2025-09-25 20:46:59,142.233.115.75,Saudi Arabia,Buraidah,Tablet,c9e48e8c-25c6-4c45-863d-04ee541c7a86,Chrome,True,True,77,Web Portal
SA00000015,2025-09-30 18:46:59,197.0.171.126,Oman,West Micheleberg,Tablet,a93b12cd-1c24-420e-acab-d7e7cc6b66e5,Edge,True,False,47,ATM
SA00000015,2025-09-11 16:46:59,212.55.187.104,Saudi Arabia,Tabuk,Desktop,c9d6a63b-ca3c-4f5f-9bb5-c40c03cde2e3,Edge,True,True,40,Web Portal
SA00000015,2025-09-06 17:46:59,117.46.42.253,Saudi Arabia,Tabuk,Desktop,0d6a05b3-43ef-4016-ac9b-662e040a3aae,Edge,True,False,65,ATM
SA00000015,2025-09-21 18:46:59,90.241.4.143,Saudi Arabia,Tabuk,Mobile,104556e5-bee3-4b79-9d18-1ee986ad8a8c,Safari,True,False,112,Web Portal
SA00000015,2025-09-17 20:46:59,27.149.210.194,Saudi Arabia,Buraidah,Mobile,73b6a09b-1bea-46ac-97fa-7f0483639007,Safari,True,True,35,Web Portal
SA00000015,2025-09-06 07:46:59,185.166.244.167,USA,New Bradley,Mobile,07f97d05-f6ca-4b8b-a4b1-f99175424646,Firefox,False,False,120,Mobile App
SA00000015,2025-09-21 22:46:59,94.167.163.187,Saudi Arabia,Khobar,Mobile,afa415e5-6d20-4496-a6d0-6371d8e88ebb,Edge,True,False,29,Mobile App
SA00000016,2025-09-05 20:46:59,92.99.83.65,Saudi Arabia,Abha,Desktop,5275eb94-14ae-4f5c-a636-58c912d0498d,Firefox,True,True,37,Web Portal
SA00000016,2025-09-12 19:46:59,132.52.35.68,Saudi Arabia,Taif,Desktop,a21150f9-9fd3-4579-8667-72ce204e178c,Chrome,True,True,33,Mobile App
SA00000016,2025-09-08 19:46:59,148.207.214.156,Saudi Arabia,Jubail,Tablet,87d292a6-98ee-4c2b-be9f-ecaa6182f347,Edge,True,False,31,Web Portal
SA00000016,2025-10-01 22:46:59,71.82.143.96,Germany,Shawnchester,Mobile,e0b15aba-a6a2-4967-a79b-44b6da509fed,Chrome,False,True,81,ATM
SA00000016,2025-09-16 16:46:59,182.225.120.12,Saudi Arabia,Dammam,Desktop,3a7e8e14-e359-4ee1-b399-1a476e191042,Chrome,True,True,74,Web Portal
SA00000016,2025-09-29 02:46:59,61.6.32.66,Saudi Arabia,Buraidah,Desktop,18578baf-bac7-42b9-aa7e-4c3666132e69,Chrome,True,False,112,Web Portal
SA00000016,2025-10-03 03:46:59,52.0.98.222,Saudi Arabia,Khobar,Desktop,f41ea3ac-5fd2-4109-8140-752caa448259,Chrome,True,True,45,Mobile App
SA00000016,2025-09-11 02:46:59,111.150.153.237,Saudi Arabia,Tabuk,Tablet,15da705c-d4ef-40aa-975a-81ec112fa612,Safari,True,True,46,ATM
SA00000016,2025-09-24 03:46:59,160.245.174.157,Germany,South Colinstad,Tablet,8fca7b6a-8fc4-4092-b4e5-59e596229348,Edge,True,True,9,ATM
SA00000016,2025-09-10 09:46:59,59.17.101.189,Egypt,Elizabethchester,Mobile,0d2b91ef-b897-4ec5-aa74-bb18de3b496f,Firefox,True,False,120,Web Portal
SA00000016,2025-09-18 11:46:59,195.63.242.154,Saudi Arabia,Buraidah,Desktop,81e5c9f6-93f2-47cc-9a85-910d5a057c11,Safari,True,True,37,Web Portal
SA00000017,2025-09-07 03:46:59,100.251.112.195,Saudi Arabia,Jeddah,Desktop,59a1120e-1bb4-4332-98e7-012f39681c81,Edge,False,False,115,Web Portal
SA00000017,2025-09-24 18:46:59,171.120.97.236,Saudi Arabia,Taif,Desktop,92f837d4-4750-4f1d-833a-1f6c1d691fba,Safari,True,False,11,Web Portal
SA00000018,2025-09-08 18:46:59,118.221.164.248,Saudi Arabia,Khobar,Mobile,c4767556-f97b-42dd-8f9b-72aed85c16bd,Chrome,True,False,40,Web Portal
SA00000018,2025-09-15 01:46:59,160.107.137.35,Saudi Arabia,Jubail,Desktop,d4578ad9-a867-4096-add8-77c89be71737,Safari,False,True,94,Web Portal
SA00000018,2025-09-15 10:46:59,147.198.103.176,UAE,Anthonyview,Mobile,01902620-59dc-4bd0-96fe-bfb9ebe9e207,Edge,True,True,4,Mobile App
SA00000018,2025-09-07 04:46:59,97.37.97.9,Saudi Arabia,Taif,Mobile,11d059b2-6699-4d99-a847-bce790fa6b57,Firefox,True,True,100,ATM
SA00000018,2025-09-23 12:46:59,65.246.73.51,Saudi Arabia,Tabuk,Mobile,3712f2d1-87cd-46a1-bf01-2e32177d6e7e,Firefox,False,False,48,Web Portal
SA00000018,2025-09-10 21:46:59,61.8.136.89,Saudi Arabia,Buraidah,Desktop,4fc77768-5ebb-4ca5-a84b-f9625744f596,Edge,True,False,32,Mobile App
SA00000018,2025-10-04 00:46:59,131.93.241.104,UK,Kimberlyshire,Tablet,9e2aa4ac-c122-45b3-a84c-03d227d415b6,Chrome,True,False,91,Web Portal
SA00000018,2025-09-28 04:46:59,159.21.20.215,France,Lake Christophermouth,Mobile,45ee432d-6a07-4213-b129-cec79b69554d,Chrome,True,True,58,Mobile App
